DBN,School.Name,Grade,Category,Number.Tested.2013,Mean.Scale.Score.2013,Three.Four.2013,Three.Four.Per.2013,Number.Tested.2014,Mean.Scale.Score.2014,Three.Four.2014,Three.Four.Per.2014,Number.Tested.2015,Mean.Scale.Score.2015,Three.Four.2015,Three.Four.Per.2015,Number.Tested.2016,Mean.Scale.Score.2016,Three.Four.2016,Three.Four.Per.2016,Number.Tested.2017,Mean.Scale.Score.2017,Three.Four.2017,Three.Four.Per.2017
12X214,PS 214,5,All Students,79,288.03800000000001,15,18.98734,66,284.303,13,19.69697,66,272.21210000000002,8,12.12121,90,278.75560000000002,14,15.55556,71,276.91550000000001,9,12.67606
12X300,THE SCHOOL OF SCIENCE AND APPLIED LEARNING,5,All Students,106,278.99059999999997,8,7.54717,66,279.1515,9,13.63636,88,283.26139999999998,8,9.090909,98,281.6429,12,12.2449,79,281.37970000000001,12,15.18987
12X463,URBAN SCHOLARS COMMUNITY SCHOOL,5,All Students,38,275.57889999999998,3,7.894737,38,271.3947,2,5.263158,44,277.31819999999999,5,11.36364,44,272.65910000000002,4,9.090909,36,303.5,10,27.77778
12X691,BRONX LITTLE SCHOOL,5,All Students,29,286.31029999999998,5,17.24138,54,275.31479999999999,4,7.407407,49,281.9796,6,12.2449,68,286.08819999999997,12,17.64706,50,286.8,7,14
13K003,PS 003 THE BEDFORD VILLAGE,5,All Students,82,299.04880000000003,21,25.60976,65,292.87689999999998,17,26.15385,64,303.0625,17,26.5625,61,301.42619999999999,19,31.14754,54,303.68520000000001,19,35.18519
13K008,PS 008 ROBERT FULTON,5,All Students,70,329.21429999999998,51,72.85714,94,323.5745,54,57.44681,61,334.96719999999999,46,75.40984,79,336.53160000000003,60,75.94937,74,338.90539999999999,58,78.37838
13K009,PS 009 TEUNIS G BERGEN,5,All Students,61,309.26229999999998,23,37.70492,58,311.08620000000002,24,41.37931,74,313.67570000000001,32,43.24324,70,305.61430000000001,29,41.42857,90,325.31110000000001,53,58.88889
13K011,PS 011 PURVIS J BEHAN,5,All Students,86,317.24419999999998,47,54.65116,80,322.85000000000002,45,56.25,99,315.66669999999999,54,54.54545,89,322.48309999999998,55,61.79775,117,334.27350000000001,85,72.64957
13K020,PS 020 CLINTON HILL,5,All Students,54,306.3519,17,31.48148,45,316.31110000000001,21,46.66667,49,301.59179999999998,15,30.61224,46,306.86959999999999,17,36.95652,48,308.64580000000001,18,37.5
13K044,PS 044 MARCUS GARVEY,5,All Students,39,286.71789999999999,6,15.38462,38,297.21050000000002,12,31.57895,43,291.76740000000001,10,23.25581,31,279.32260000000002,3,9.677419,24,290.45830000000001,4,16.66667
13K046,PS 046 EDWARD C BLUM,5,All Students,47,296.89359999999999,7,14.89362,40,285.85000000000002,4,10,36,273.83330000000001,2,5.555556,59,284.9153,10,16.94915,43,285,7,16.27907
13K054,PS 054 SAMUEL C BARNES,5,All Students,34,297.32350000000002,10,29.41176,20,283.85000000000002,2,10,27,287,4,14.81481,29,279.03449999999998,3,10.34483,26,274.07690000000002,2,7.692308
13K056,PS 056 LEWIS H LATIMER,5,All Students,36,296.02780000000001,6,16.66667,35,294.88569999999999,7,20,34,305.70589999999999,11,32.35294,29,314.6207,17,58.62069,31,298.90320000000003,10,32.25806
13K067,PS 067 CHARLES A DORSEY,5,All Students,41,281.8537,3,7.317073,37,279.3784,3,8.108108,42,282.02379999999999,6,14.28571,21,286.28570000000002,4,19.04762,47,287.5532,10,21.2766
13K093,PS 093 WILLIAM H PRESCOTT,5,All Students,40,289.25,8,20,48,294.22919999999999,15,31.25,42,284.54759999999999,10,23.80952,36,299.38889999999998,16,44.44444,28,283.28570000000002,4,14.28571
13K133,PS 133 WILLIAM A BUTLER,5,All Students,31,299.51609999999999,8,25.80645,26,302.26920000000001,10,38.46154,27,301.7407,8,29.62963,37,291.97300000000001,11,29.72973,50,313.10000000000002,25,50
13K256,PS 256 BENJAMIN BANNEKER,5,All Students,43,296.27910000000003,8,18.60465,46,302,14,30.43478,47,292.8723,7,14.89362,43,296.34879999999998,12,27.90698,40,299.35000000000002,12,30
13K270,PS 270 JOHANN DEKALB,5,All Students,24,300.16669999999999,6,25,24,302.16669999999999,6,25,19,286.26319999999998,1,5.263158,17,282.88240000000002,2,11.764709999999999,15,272.73329999999999,0,0
13K282,PS 282 PARK SLOPE,5,All Students,97,309.28870000000001,35,36.08247,94,311.27659999999997,39,41.48936,84,302.34519999999998,25,29.7619,74,318.86489999999998,41,55.40541,83,313.1687,40,48.19277
13K287,PS 287 BAILEY K ASHFORD,5,All Students,25,276.39999999999998,1,4,28,270.82139999999998,3,10.71429,24,294.41669999999999,5,20.83333,17,275.11759999999998,2,11.764709999999999,15,273.93329999999997,2,13.33333
13K305,PS 305 DR PETER RAY,5,All Students,55,281.3818,6,10.90909,32,290.34379999999999,9,28.125,23,269.86959999999999,1,4.347826,30,284.9667,5,16.66667,24,270.33330000000001,2,8.333333
13K307,PS 307 DANIEL HALE WILLIAMS,5,All Students,38,283.94740000000002,3,7.894737,36,287.08330000000001,4,11.11111,51,293.5686,10,19.60784,46,281.3913,9,19.56522,50,281.83999999999997,6,12
14K016,PS 016 LEONARD DUNKLY,5,All Students,40,287.07499999999999,4,10,25,297.36,6,24,39,284.20510000000002,3,7.692308,28,275.57139999999998,0,0,18,288.27780000000001,3,16.66667
14K017,PS 017 HENRY D WOODWORTH,5,All Students,61,299.08199999999999,15,24.59016,56,294.21429999999998,15,26.78571,50,300.12,13,26,41,296.0976,14,34.14634,51,305.98039999999997,14,27.45098
14K018,PS 018 EDWARD BUSH,5,All Students,17,295.11759999999998,2,11.764709999999999,29,282.44830000000002,3,10.34483,26,289.19229999999999,7,26.92308,24,291.54169999999999,4,16.66667,26,300.57690000000002,9,34.61538
14K023,PS 023 CARTER G WOODSON,5,All Students,50,282.04000000000002,3,6,31,281.19349999999997,1,3.225806,39,280.9744,5,12.82051,24,294.66669999999999,7,29.16667,46,274.58699999999999,6,13.04348
14K031,PS 031 SAMUEL F DUPONT,5,All Students,75,326.62670000000003,50,66.66667,58,323.6207,30,51.72414,84,324.98809999999997,55,65.47619,66,319.06060000000002,39,59.09091,75,319.06670000000003,45,60
14K034,PS 034 OLIVER H PERRY,5,All Students,62,319.82260000000002,31,50,78,324.19229999999999,47,60.25641,58,313.06900000000002,25,43.10345,55,319.4545,27,49.09091,59,324.98309999999998,37,62.71186
14K059,PS 059 WILLIAM FLOYD,5,All Students,73,274.84930000000003,6,8.219178,43,277.55810000000002,6,13.95349,50,292.52,10,20,34,283.64710000000002,4,11.764709999999999,43,299.81400000000002,14,32.55814
14K084,PS 084 JOSE DE DIEGO,5,All Students,46,281.2826,5,10.86957,52,294.01920000000001,12,23.07692,43,303.48840000000001,9,20.93023,48,279.20830000000001,8,16.66667,49,292.16329999999999,15,30.61224
14K110,PS 110 THE MONITOR,5,All Students,44,281.81819999999999,2,4.545455,44,305.97730000000001,20,45.45455,39,305.5641,15,38.46154,28,299.8929,8,28.57143,51,312.27449999999999,23,45.09804
14K120,PS 120 CARLOS TAPIA,5,All Students,49,282.5102,3,6.122449,59,288.2373,6,10.16949,59,287.83049999999997,7,11.86441,49,296.79590000000002,13,26.53061,55,300.03640000000001,14,25.45455
14K132,PS 132 THE CONSELYEA SCHOOL,5,All Students,106,312.51889999999997,47,44.33962,120,315.22500000000002,55,45.83333,93,320.68819999999999,51,54.83871,86,322.41860000000003,52,60.46512,86,322.6395,52,60.46512
